job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,transe.entity_embedder.regularize_weight,transe.relation_embedder.regularize_weight,transe.entity_embedder.normalize.p,transe.relation_embedder.normalize.p,transe.entity_embedder.dropout,transe.relation_embedder.dropout
7c593597,decagon_selfloops_full,transe,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0196064351153284,0,2ad3c76e,256,Adadelta,bce_self_adversarial,0.07899958155175996,5,16,uniform_,lp,False,7.310270836103495e-16,2.2475116355650276e-19,2.0,-1.0,-0.18971605878323317,0.3609724538400769
7c593597,decagon_selfloops_full,transe,1,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0310297922887356,1,344ba11d,512,Adamax,soft_margin,0.5470887269947835,8,64,uniform_,lp,True,6.992900314217495e-20,3.2348594063618144e-06,2.0,2.0,0.25299026537686586,0.2039669370278716
