experiment,trial,AUROC,AUPRC,AP@50,dataset,model,train.batch_size,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.regularize_args.weighted,entity_embedder.regularize_weight,relation_embedder.regularize_weight,entity_embedder.dropout,relation_embedder.dropout,job_type=1vsAll,job_type=KvsAll,job_type=negative_sampling,train.type=1vsAll,train.type=KvsAll,train.type=negative_sampling,train.optimizer=Adadelta,train.optimizer=Adam,train.optimizer=AdamW,train.optimizer=Adamax,train.optimizer=RMSprop,train.loss=bce,train.loss=kl,train.loss=se,lookup_embedder.initialize=normal_,lookup_embedder.initialize=uniform_,lookup_embedder.initialize=xavier_normal_,lookup_embedder.initialize=xavier_uniform_
20230929-111501-simple_non-naive,00085,0.949064725263046,0.933058285745222,0.9439024254380688,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.053500728047634,3,32,0,2.0702034096197786e-16,9.466619630203992e-20,0.1231938023120164,0.1321509159170091,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00071,0.8148652053413957,0.7848391083155294,0.7388838013955253,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.6300030156885619,10,64,1,1.0464470217422987e-12,7.103920803340063e-11,0.1358898445032537,0.4296398553997278,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00025,0.593019356805365,0.5755108688677013,0.3587818880080736,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0289269251180893,10,32,0,5.579783303890364e-13,6.971416889437347e-20,0.0519526111893355,0.1975689642131328,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00022,0.500448865268601,0.5868749381098685,0.5865606211565367,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.2386802024131218,10,32,1,1.3234711206723756e-09,0.075970783115068,0.2766224513761699,0.0778553979471325,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00014,0.9443861000256716,0.9335895184373866,0.9629230673286656,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0054927610696636,4,64,0,7.91083443976364e-06,1.9530596146796054e-18,0.1076023890636861,0.4568394408561289,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00013,0.832067901234568,0.8142533996226659,0.8266372399853291,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.1793718807750868,8,256,1,1.9876109081019662e-14,0.0002208270633509,0.3542180373333394,0.0494990576989948,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00057,0.6100334150144798,0.613970375245804,0.4507259871827789,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0887083044697013,10,64,0,6.531084716911292e-10,2.66231137021716e-12,0.4114658809266984,0.2988484678789973,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00068,0.9577594123048668,0.944556298186026,0.9536185683360862,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.053500728047634,3,32,0,2.0702034096197786e-16,9.466619630203992e-20,0.1231938023120164,0.1321509159170091,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00050,0.9733875599007152,0.9651825410024198,0.9796,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0254052833496968,5,128,1,1.6474249100926332e-19,3.691742227537547e-18,0.2708148565143347,0.0556018855422735,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00092,0.4612300619253143,0.5275458328804947,0.3792813768965197,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0008682783103212,6,512,1,1.0601510413282125e-19,2.0769112475271615e-07,0.1579599357210099,0.2064476506784558,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00066,0.9698812374693696,0.9601877172196563,0.9729515216137484,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.1927834272222002,4,512,1,5.207200673966874e-19,2.248481225911761e-10,0.3080071499571204,0.3116654907353222,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00059,0.959232203064609,0.9518555844336588,0.9740476177098444,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0004679938718367,4,256,0,8.651356939388362e-18,4.394417272165523e-09,0.4479628591798246,0.1063008592464029,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00061,0.5002666666666666,0.5798124793815036,0.5036850819502499,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.2112954958225039,5,128,0,0.0045063756309018,0.0001018410659238,0.0577450934797525,0.1846671840175986,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00095,0.4996356122805485,0.5948342611022555,0.5897610325071174,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.2112954958225039,5,128,0,0.0045063756309018,0.0001018410659238,0.0577450934797525,0.1846671840175986,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00035,0.7997539667646629,0.7121235200577436,0.3015495502554782,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0216229540901137,10,128,1,1.3318203427949028e-11,1.7093577393664184e-11,0.1873607481829822,0.4850416975095868,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00032,0.9530860421551084,0.945932981156089,0.9729515216137484,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0082190193988449,9,32,0,3.1842997132396723e-09,6.754347967448728e-19,0.0363570228219032,0.405092759989202,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00004,0.4869264473203781,0.5475341659699862,0.4352492070447485,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0016949605182256,6,64,0,2.0864599112694384e-18,3.73062793547692e-06,0.0421459912322461,0.4780512265861034,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00003,0.5007431629013079,0.476628913829267,0.09682524095883,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0552994151376811,10,256,1,5.4203518168381357e-11,3.165705933953658e-20,0.2966275452636182,0.0086825583130121,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00094,0.8636475044431366,0.8063754614722907,0.6740697544916798,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0421253674412566,8,64,1,8.915641716716874e-07,9.814372561648845e-14,0.2013004808686673,0.3883989979512989,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00060,0.8636356639721702,0.8074705397428003,0.6716134868262112,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0421253674412566,8,64,1,8.915641716716874e-07,9.814372561648845e-14,0.2013004808686673,0.3883989979512989,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00067,0.9731726505192744,0.9648548542336496,0.9787751700680272,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0254052833496968,5,128,1,1.6474249100926332e-19,3.691742227537547e-18,0.2708148565143347,0.0556018855422735,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00093,0.9593474632748732,0.9513236385351248,0.973507077169304,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0004679938718367,4,256,0,8.651356939388362e-18,4.394417272165523e-09,0.4479628591798246,0.1063008592464029,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00058,0.461013868163494,0.5273363277533902,0.3788316414467843,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0008682783103212,6,512,1,1.0601510413282125e-19,2.0769112475271615e-07,0.1579599357210099,0.2064476506784558,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00051,0.9586776859504132,0.9462757676040467,0.958806943686226,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.053500728047634,3,32,0,2.0702034096197786e-16,9.466619630203992e-20,0.1231938023120164,0.1321509159170091,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00056,0.8850318914732729,0.8632631978766876,0.8675404157470329,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.379758850314278,3,32,1,6.539528308869652e-06,0.0260267188777122,0.3284587692469358,0.0025797826237976,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00069,0.9556932966023876,0.9471061702096828,0.9723800930423198,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0014432458670689,7,128,1,2.182660313248409e-08,2.645978634142437e-05,0.3698194641619921,0.3497954565100372,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00002,0.7060603054949415,0.6006242687776994,0.1985718950766434,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0246520759694384,8,256,0,3.735250792002936e-08,1.1146688433763332e-17,0.0671762353740632,0.1790512516163289,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00005,0.9424698871240624,0.9305166844417634,0.9515285996343628,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0072131314145403,7,32,1,2.808642918575389e-15,5.953271720257439e-15,0.2169509027153253,0.2120640533976256,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00033,0.8871691871455577,0.8508996296135369,0.7956808674407218,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.001916339850304,4,64,1,1.5945279890088385e-05,6.021237594818847e-10,0.2033499437384307,0.1703555812127888,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00034,0.9082409972299168,0.888026397230748,0.8997969211003662,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0625100346979894,8,512,0,9.756140257290206e-15,1.6683627447572018e-14,0.4576932149939239,0.32722437242046,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00016,0.9131587586172066,0.8899849603724855,0.875633350581702,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0102026114964698,4,512,1,4.687461997418688e-18,2.683228495719375e-19,0.3639045241288841,0.2669912506826222,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00029,0.5017835909631391,0.504679606312041,0.2312440196033529,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.5533006721864215,5,64,0,3.0731998729284934e-19,7.491072869107243e-08,0.4172586314380169,0.3177021294832229,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00011,0.9707216791982376,0.9613886019708932,0.9745739334993182,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0004020725481048,9,128,1,5.877068153412984e-09,1.6878534940305895e-09,0.1515479553490877,0.2220941269770264,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00027,0.4992347719620447,0.5460848108512828,0.4228610740238048,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0012750461664525,4,512,0,0.0003138188143684,0.0011815197246602,0.0886940057389438,0.3950841440819204,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00018,0.8961101073440323,0.8664101184931705,0.8316039683321356,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0785310921663337,5,32,1,0.0022119448835023,3.582745354686257e-14,0.1300816833972931,0.4381308937445283,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00020,0.504842458677686,0.5276409404699611,0.39125516207058,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0005339571256835,7,512,1,1.243915033731304e-13,2.7516843238293965e-07,0.2293307073414325,0.1547626000829041,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00080,0.9103851864791684,0.8886072113908857,0.8932317377621045,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0461676184618613,9,256,0,6.707294232435684e-16,1.635756559103518e-20,0.4515611049719155,0.0151526695117354,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00074,0.6097559259545906,0.6161417933837418,0.4855771979813659,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0887083044697013,10,64,0,6.531084716911292e-10,2.66231137021716e-12,0.4114658809266984,0.2988484678789973,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00073,0.872753101195736,0.8540835785109135,0.8724197901783451,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.379758850314278,3,32,1,6.539528308869652e-06,0.0260267188777122,0.3284587692469358,0.0025797826237976,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00087,0.8971178182193833,0.8733083335851141,0.8604914256972666,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0070064231560584,6,256,0,0.0069671419153451,1.6624700530023805e-15,0.3903265758417547,0.0845406763255596,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00045,0.9706922477166408,0.958541886474324,0.9576304730979908,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.5044306061323526,8,512,1,6.967952673901356e-08,2.4521999272558423e-08,0.244981728028506,0.4481399129144847,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00089,0.9700979737522611,0.9609944586861304,0.976550749366378,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0116405760545216,7,128,0,6.703928428533879e-14,2.3737610319254847e-16,0.0827638935297727,0.4724352383054793,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00042,0.4908493728373703,0.5583254907345441,0.4450750902242717,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0003528185274389,7,64,0,5.211495960563663e-15,2.581077670800373e-06,0.0939856320619583,0.4107488370500505,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00021,0.4900328255197374,0.5348001187166735,0.4343548280593395,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0023382161295623,6,128,0,5.2877687172240166e-20,3.125114241701785e-16,0.0310882697813212,0.4207573710009455,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00026,0.967094917933854,0.9578465873751936,0.9740476177098444,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0003213472209688,6,128,1,0.0129276835094951,9.357643990157023e-06,0.2984786140732467,0.2921669874340296,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00019,0.9452579990198136,0.9342315275912072,0.953907077169304,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.017434673483721,3,64,0,3.486916853447332e-06,8.053683730951644e-12,0.482676912099123,0.3741159462369978,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00010,0.952128,0.9387414448591218,0.9507393930312026,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0010237289055939,7,32,0,2.629928811960582e-07,5.340814581834212e-07,0.4847168084233999,0.090643020812422,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00017,0.972360159231748,0.9634382048816776,0.976550749366378,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0021185856924469,9,256,0,5.566397679138359e-12,3.0020232989902724e-09,0.3765995800495147,0.03298647608608,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00028,0.9427487889273356,0.9262896809755043,0.9356086565155062,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.1302911840788957,8,128,1,8.097010902796418e-16,5.502810389393301e-18,0.3420635755173862,0.1151834498159587,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00088,0.8288807389514402,0.7999776858704688,0.768700224772584,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.6300030156885619,10,64,1,1.0464470217422987e-12,7.103920803340063e-11,0.1358898445032537,0.4296398553997278,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00043,0.9648760330578512,0.9552443566592518,0.9723800930423198,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0011578683820151,9,64,1,4.619776008612101e-13,0.0043222177234164,0.2610291875898838,0.2765138950198889,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00044,0.4999913494809688,0.5047034843486292,0.2675730685636371,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.1041253903557401,5,256,0,0.0435332540773121,3.329470841123929e-17,0.0154888071119785,0.2444005459547042,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00086,0.954152249134948,0.9455752146355922,0.9692489691851524,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0014432458670689,7,128,1,2.182660313248409e-08,2.645978634142437e-05,0.3698194641619921,0.3497954565100372,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00072,0.968921971559076,0.9600882413533226,0.976550749366378,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0116405760545216,7,128,0,6.703928428533879e-14,2.3737610319254847e-16,0.0827638935297727,0.4724352383054793,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00075,0.4618820826895233,0.5275606082008217,0.3788316414467843,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0008682783103212,6,512,1,1.0601510413282125e-19,2.0769112475271615e-07,0.1579599357210099,0.2064476506784558,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00081,0.9612456747404844,0.9504903439602004,0.9647017234551478,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0004522604940292,5,64,1,0.000272052842672,1.7908072874469388e-06,0.198186766821891,0.4833010444417596,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111630-distmult_selfloops,00031,0.357683243471759,0.3920169703995254,0.0018859649122807,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.6015192906255273,5,128,0,4.903923387651856e-16,2.3052789449437226e-19,0.2661882024258375,0.3529894314706325,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
20230929-111630-distmult_selfloops,00009,0.8536226160683702,0.826933624125487,0.8161303294243895,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0472451264756739,3,256,1,2.005502898729357e-16,3.524029315540061e-13,0.0617486285045743,0.1790511142462492,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
20230929-111630-distmult_selfloops,00036,0.9313879269007406,0.9092291832795634,0.9054757314107682,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0006499151422575,6,64,0,2.4972066002334703e-19,5.988521882695997e-15,0.0190846235491335,0.4638459086418152,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
20230929-111630-distmult_selfloops,00000,0.8541445007632781,0.8128909706465164,0.7635932987567824,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0141255114401548,7,128,0,2.1718787318242e-13,2.9377665716486077e-05,0.2625714801251888,0.2449405849911272,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
20230929-111630-distmult_selfloops,00038,0.9260050184969132,0.90758441129419,0.9148832618829988,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.280561635429673,3,256,0,5.496905144840631e-09,3.715793155103121e-18,0.22707624360919,0.0998753597959876,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
20230929-111630-distmult_selfloops,00007,0.8364963008420156,0.7316419731454349,0.326715017286036,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.003805760827546,6,64,1,2.738366096093651e-07,6.380101182122245e-20,0.1916172499768436,0.2616232791915536,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
20230929-111630-distmult_selfloops,00053,0.913089791821882,0.8908156801953807,0.8881119994236599,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0032650084930081,5,64,0,6.464754447346665e-17,7.603008158620287e-15,0.371254809666425,0.3803027123212814,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
20230929-111630-distmult_selfloops,00098,0.8517670020826248,0.8273772708517241,0.8068257323420522,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.005871470796235,5,512,1,3.163974075081961e-14,9.927578601862152e-11,0.2150469464249909,0.2732365131378174,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20230929-111630-distmult_selfloops,00054,0.9282324441969242,0.9040503920989535,0.9062707181504636,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.0018353018259187,7,256,0,2.525076708890327e-14,6.279031391953804e-10,0.0043363980948925,0.2893830561079085,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
20230929-111630-distmult_selfloops,00062,0.8727783558792924,0.8496047188840645,0.8436476290004316,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.021387222326471,3,512,0,2.9589231245128403e-19,4.676281477324756e-09,0.1854806393384933,0.2976784110069275,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
20230929-111630-distmult_selfloops,00096,0.8979646861616452,0.8636384511262651,0.8221995872802998,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.0309816174550279,4,32,1,0.0001933576599018,0.0022406880193623,0.0383034329861402,0.1674366882070899,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
20230929-111630-distmult_selfloops,00091,0.9123941932371388,0.893772564947845,0.903719372455944,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.0026805478531489,3,64,1,1.0507551362503798e-09,3.9938517704556494e-20,0.4116533878259361,0.3938201861456036,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
20230929-111630-distmult_selfloops,00065,0.9274408284023667,0.9060193826978468,0.9113176856597106,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.0012478701348204,4,32,0,2.052314067609376e-08,1.6155554455452894e-13,0.0205973908305168,0.1663978174328804,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
20230929-111630-distmult_selfloops,00039,0.4844037821546333,0.4892895241850628,0.2628573188171345,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.0076060765309365,6,32,0,3.716150017991706e-18,1.7079950931503747e-13,0.380392094142735,0.4951004115864634,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
20230929-111630-distmult_selfloops,00006,0.901751358205144,0.8762604435052987,0.8648539267586888,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,128,0.383936016146238,3,256,1,5.0822256129253513e-20,2.6363593995076824e-15,0.4152388931252062,0.1477998914197087,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
20230929-111630-distmult_selfloops,00001,0.9229981298035302,0.8993457716756763,0.8939626190854736,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0006090654789468,4,32,1,5.0270069358201795e-18,4.680829572859134e-19,0.1661879252642393,0.0359677234664559,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
20230929-111630-distmult_selfloops,00008,0.9263432052089896,0.9095259826528562,0.9273144387902146,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.6097148187633208,8,512,0,2.798013780306001e-11,1.3134489645092096e-08,0.4001833712682128,0.1028905152343213,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
20230929-111630-distmult_selfloops,00037,0.8891267515584208,0.8673042677393978,0.869802655272821,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.0133032747913277,9,64,1,1.8425860326152598e-14,2.1616218503505167e-10,0.4272166532464325,0.2548804502002895,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
20230929-111630-distmult_selfloops,00030,0.9078746811224492,0.8851404923853691,0.8857561596271027,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.0050779671183766,7,256,0,1.1516749923690467e-20,1.5207191488674073e-12,0.3881519669666886,0.3607665752060711,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
20230929-111630-distmult_selfloops,00064,0.945068359375,0.9285713374963463,0.939526558198698,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0018542026941483,8,128,0,1.7853812492651334e-14,1.268694242268435e-16,0.0435415399258871,0.3655536989108121,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20230929-111630-distmult_selfloops,00090,0.7566675726021885,0.7164412788967167,0.5750071466430544,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.4294414829899769,9,256,0,1.0812287367506541e-13,9.727684593291831e-09,0.2426398349925875,0.2363252914510667,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
20230929-111630-distmult_selfloops,00097,0.9241947820175066,0.904335353833065,0.914391649712785,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0014667281260286,10,256,0,1.879061242115938e-19,5.970118631922913e-16,0.3699031979776919,0.4470762829296291,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
20230929-111630-distmult_selfloops,00063,0.9408579758433984,0.9222531165518336,0.9325281216891758,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,256,0.0094501519522653,10,256,0,4.740377031407676e-07,5.081199343157974e-19,0.0885934024117887,0.4673671456985175,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20230929-111630-distmult_selfloops,00055,0.9376,0.9189821335127848,0.9311534232831684,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,distmult,512,0.0010008988253882,4,256,0,7.074573102303251e-15,2.3502977889306984e-06,0.4303397415205836,0.2614954453893006,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
