experiment,trial,AUROC,AUPRC,AP@50,dataset,model,train.batch_size,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.regularize_args.weighted,entity_embedder.regularize_weight,relation_embedder.regularize_weight,entity_embedder.dropout,relation_embedder.dropout,job_type=1vsAll,job_type=KvsAll,job_type=negative_sampling,train.type=1vsAll,train.type=KvsAll,train.type=negative_sampling,train.optimizer=Adadelta,train.optimizer=Adam,train.optimizer=AdamW,train.optimizer=Adamax,train.optimizer=RMSprop,train.loss=bce,train.loss=kl,train.loss=se,lookup_embedder.initialize=normal_,lookup_embedder.initialize=uniform_,lookup_embedder.initialize=xavier_normal_,lookup_embedder.initialize=xavier_uniform_
20230929-111630-simple_selfloops,00067,0.8815574355962603,0.8556853195564603,0.8459712716700021,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.7051587260132239,6,256,1,9.393961879474066e-18,4.211533985076022e-15,0.1958440938033163,0.0156087065115571,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
20230929-111630-simple_selfloops,00093,0.9097045430097888,0.9050400469773014,0.942616578999586,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.004797270706333,9,256,1,1.0871621255514292e-16,9.199639151377168e-17,0.3015764369629323,0.1399006559513509,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
20230929-111630-simple_selfloops,00058,0.6976186448267969,0.6743439334140612,0.5738358762340839,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0018085588162998,6,512,0,2.380107484430662e-12,0.0118121442932928,0.1427110317163169,0.0793726947158575,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00051,0.8772882211841938,0.8591437501545531,0.8732626774040587,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.023284979065589,3,64,0,1.4613500960137836e-05,1.219963161159373e-07,0.4991530575789511,0.4511458966881037,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00056,0.5,0.5,0.02,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.7567484110081322,3,32,0,0.0518434969172339,4.465618459329274e-09,0.1027166927233338,0.4823943162336945,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
20230929-111630-simple_selfloops,00069,0.3097555454956994,0.3774590465518597,0.0131805066988035,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.0019765109681662,3,64,1,1.7492554715980526e-08,5.3385654935090554e-18,0.050320103764534,0.4250657465308904,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
20230929-111630-simple_selfloops,00002,0.8969612080120077,0.872649347940746,0.8511579597324342,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0961345619922626,10,128,0,0.0047146022484743,1.5302293865255622e-06,0.4920189143158495,0.318780445959419,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
20230929-111630-simple_selfloops,00005,0.8824261505519381,0.8719780976453466,0.9044151897504186,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.0023923227344416,9,64,0,3.390107985363295e-06,0.0004660895417683,0.2390538286417722,0.4901199690066278,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00033,0.9096361020832224,0.8891640176945739,0.880586553622197,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0008388598225023,4,128,0,2.2037883830401454e-07,1.9500601308107832e-11,0.4801021260209381,0.2087778178974986,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
20230929-111630-simple_selfloops,00034,0.9599843729781918,0.947049362795094,0.9550471397646576,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0174512505415676,10,512,1,1.0509091938028231e-11,6.118408943722788e-05,0.1781044118106365,0.4291496681980788,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00016,0.963739694228768,0.9447069978948412,0.910015893233411,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0030243486333857,4,512,1,5.81986035819484e-12,6.768319409053639e-11,0.4350985963828861,0.3900458849966526,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00029,0.7991159346754844,0.7494404058208887,0.6519366177908802,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.8019374058858824,5,32,1,1.0858426706521484e-05,6.55217852196542e-06,0.2036488219164312,0.019371323287487,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
20230929-111630-simple_selfloops,00011,0.9420897116411534,0.9324650147842491,0.9536185683360862,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0003859077646888,7,128,0,1.3693374292790122e-14,0.0578649251983683,0.1511874790303409,0.2136850706301629,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00027,0.9299006776865428,0.9225461773917344,0.9436666513259492,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0016900387995249,4,512,1,1.685798393859792e-15,3.3950122082183314e-08,0.0424998803064227,0.421301937662065,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
20230929-111630-simple_selfloops,00018,0.9064194763333588,0.888290942504121,0.9152691892777132,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0219081814373091,5,32,1,0.0417222764525909,0.002771214610031,0.3188714254647493,0.050628270022571,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00020,0.9752247159251513,0.967845798226272,1.0,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0008062559254066,9,512,0,6.547475295115637e-10,3.0968225591237327e-12,0.4720985968597233,0.0921575282700359,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00080,0.9645619104274666,0.9525537240688136,0.9595918367346938,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0014667281260286,10,256,0,1.879061242115938e-19,5.970118631922913e-16,0.3699031979776919,0.4470762829296291,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
20230929-111630-simple_selfloops,00074,0.9216581446311176,0.9006135546260013,0.913589053583486,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0026805478531489,3,64,1,1.0507551362503798e-09,3.9938517704556494e-20,0.4116533878259361,0.3938201861456036,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
20230929-111630-simple_selfloops,00073,0.8895224087887394,0.8608044211016759,0.8482896022526856,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.4294414829899769,9,256,0,1.0812287367506541e-13,9.727684593291831e-09,0.2426398349925875,0.2363252914510667,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
20230929-111630-simple_selfloops,00087,0.9725450638129908,0.959200372466065,0.9536185683360862,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0007206303789511,3,256,1,5.874062584524098e-06,3.1418685513198163e-09,0.1740079121664166,0.0556375980377197,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
20230929-111630-simple_selfloops,00045,0.956314339888128,0.9462889033473716,0.967104287557712,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.949593071899714,10,512,1,3.0916551591950928e-15,0.0257826979293247,0.2816712106578052,0.3978994567878544,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
20230929-111630-simple_selfloops,00089,0.9322036293741872,0.9161328562105316,0.9337746807917598,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.023284979065589,3,64,0,1.4613500960137836e-05,1.219963161159373e-07,0.4991530575789511,0.4511458966881037,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00042,0.9474292208652824,0.913961087795802,0.8072335099219711,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0004093513897153,9,64,1,2.69827977393341e-13,2.750163393581045e-08,0.0346341496333479,0.2861274373717606,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
20230929-111630-simple_selfloops,00021,0.9779527871454076,0.9713806704150786,1.0,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.0107609491076982,6,256,1,9.084280252352796e-05,2.517173786064683e-07,0.0679910727776587,0.1253491407260298,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20230929-111630-simple_selfloops,00026,0.9678308128544424,0.9568421730358584,0.9647017234551478,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0004764022918644,6,256,1,0.0015036908429909,1.9659849014355593e-09,0.456604384817183,0.1565949954092502,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20230929-111630-simple_selfloops,00019,0.8808284291534632,0.8525903150884371,0.8314236744734569,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.1294831868856351,3,64,1,6.725635369367094e-14,0.0002118743836493,0.1861084103584289,0.3094647452235222,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00010,0.5007436049970255,0.5080954931627315,0.2900011258142179,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0022718013834576,9,32,0,0.0122141542005932,1.4275594046916262e-05,0.3464581496082246,0.4588773907162249,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
20230929-111630-simple_selfloops,00017,0.9743302154169716,0.966223037294546,0.9791918367346938,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0010371630408404,7,128,0,4.083328575668512e-17,8.782230822079297e-16,0.0268282839097082,0.3295182767324149,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00028,0.9531054789649888,0.9408270442716236,0.9592,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0356195119263043,10,128,0,2.5272646095534523e-10,1.2462228340306788e-20,0.3657071921043098,0.2010006750933826,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00088,0.9339760878336768,0.88854186086983,0.7687693854925308,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0824718228203211,5,128,0,1.2964815432265613e-12,3.5539623598783925e-11,0.0070379604585468,0.1902256989851594,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
20230929-111630-simple_selfloops,00043,0.9557023065012368,0.9458105376240784,0.9685593140127384,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0014556139835221,7,32,1,4.190170265390049e-06,1.7244852977009384e-09,0.4642417030408978,0.0427746991626918,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
20230929-111630-simple_selfloops,00044,0.8619661160653453,0.8293739977004846,0.8088971104273539,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.0302444888963437,5,128,0,1.360308930879375e-19,4.719967905054936e-16,0.1314574754796922,0.3217467358335852,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
20230929-111630-simple_selfloops,00086,0.8610299488677867,0.8306221593576057,0.797817033468016,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.0661705167317866,6,64,1,1.2253874796324949e-11,0.0001325777639449,0.4679414741694927,0.4104278646409511,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20230929-111630-simple_selfloops,00072,0.9062022768290992,0.9043812881578815,0.9367319002407656,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,256,0.02423939754734,6,256,1,6.56007197687663e-19,4.746805269823973e-13,0.342301138676703,0.0468532536178827,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
20230929-111630-simple_selfloops,00075,0.939941545671054,0.9310416663767966,0.9550471397646576,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,128,0.0157723130344168,5,32,1,9.524965485568868e-17,1.6719012897443094e-16,0.0914210095070302,0.1527945902198553,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20230929-111630-simple_selfloops,00081,0.9019685559519092,0.899125986738182,0.9266825599000776,/bp1/mrcieu1/users/fu19841/kge/data/selfloops,simple,512,0.005871470796235,5,512,1,3.163974075081961e-14,9.927578601862152e-11,0.2150469464249909,0.2732365131378174,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20230929-111501-simple_non-naive,00031,0.8767995215515401,0.8476753122772533,0.8370152374455081,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.8398109899155711,5,256,1,3.093278166473818e-20,0.0001592377392708,0.282889224588871,0.1247060978785157,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00009,0.9556694141234128,0.9435534342670402,0.9550471397646576,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0920573987977468,3,256,1,1.0518909510867686e-17,1.1567795842813606e-11,0.2390705700963735,0.4352562469430268,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00036,0.6177190492496771,0.6548353265796631,0.7061430809420652,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0005839150196524,6,32,0,0.0013012144603825,1.3889183232369668e-06,0.4329073275439441,0.0173819540068507,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00000,0.9532149901380672,0.94127268210615,0.9599180547973372,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.003319181857978,9,64,0,2.2919557012646973e-13,2.0423481820117282e-13,0.4271186869591474,0.1001985520124435,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00038,0.8088638255290894,0.8051854746567836,0.848625965200783,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.2641555890064349,3,256,0,2.131573244102252e-17,0.0180719780572011,0.073102232068777,0.1875604116357863,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00007,0.9302887458836246,0.9183080493023552,0.9423135542060824,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0119362615589305,6,64,1,0.0007012733845787,4.66063307486972e-17,0.2552248737774789,0.3558982210233807,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00053,0.8949718037202257,0.8731798252857168,0.8806377528784968,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0070064231560584,6,256,0,0.0069671419153451,1.6624700530023805e-15,0.3903265758417547,0.0845406763255596,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00098,0.960408163265306,0.9498784892639224,0.9609706863762848,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0004522604940292,5,64,1,0.000272052842672,1.7908072874469388e-06,0.198186766821891,0.4833010444417596,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00054,0.7984182098765431,0.7669889705454352,0.718476512448463,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.6300030156885619,10,64,1,1.0464470217422987e-12,7.103920803340063e-11,0.1358898445032537,0.4296398553997278,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00062,0.96915,0.9571723216038184,0.9647017234551478,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0057052575161557,9,512,1,2.7616208980876515e-12,3.787445856742301e-19,0.3122214023023844,0.3403137112036347,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00096,0.9690432327267092,0.955537622064786,0.948595258312776,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0057052575161557,9,512,1,2.7616208980876515e-12,3.787445856742301e-19,0.3122214023023844,0.3403137112036347,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00091,0.55120924976642,0.5590795575929355,0.3773846449421815,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0887083044697013,10,64,0,6.531084716911292e-10,2.66231137021716e-12,0.4114658809266984,0.2988484678789973,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00065,0.9507429846938776,0.9348953364718028,0.9458544904730624,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0059040977292208,8,128,0,2.171909373628974e-10,2.885608830593036e-15,0.0624438812956213,0.2170693189837038,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00039,0.9672624778977958,0.9574356191937484,0.9755867540121388,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0048588675632822,6,32,1,1.0406849681737529e-18,4.158921521059552e-15,0.1457441481761634,0.1447535250335931,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00006,0.9190002100399076,0.909281783428088,0.944871968141022,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.7369787382966139,3,128,0,6.497012832546082e-05,4.207508374769514e-10,0.4636194799095392,0.3049508309923112,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00001,0.9447994740302432,0.9364152777254686,0.958806943686226,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0006656776610925,4,32,1,8.595111818371842e-17,0.003221180551177,0.3128610975109041,0.3342108796350658,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00008,0.9573772926412712,0.9492712608099982,0.9740476177098444,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.4425002669962448,10,512,0,2.4977564401711624e-11,0.0118639736541943,0.0017656586132943,0.1377668855711817,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00037,0.9567407407407408,0.9475017074554022,0.9711857971421416,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0029343145042246,7,64,1,1.3117433671631314e-07,1.2262819085713306e-16,0.3264627419412136,0.2826442760415375,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00030,0.910377358490566,0.8959670320089868,0.921529608305763,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0169612655267976,9,256,1,1.3340915289843848e-10,1.9210387940148395e-12,0.1717020384967327,0.160346558317542,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00064,0.9610359579142096,0.9503179582988038,0.9629230673286656,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0004522604940292,5,64,1,0.000272052842672,1.7908072874469388e-06,0.198186766821891,0.4833010444417596,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00090,0.885324430251125,0.8622456079800481,0.8612682894390825,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.379758850314278,3,32,1,6.539528308869652e-06,0.0260267188777122,0.3284587692469358,0.0025797826237976,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00097,0.9148424902579952,0.8917446157401137,0.8812218516658761,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0461676184618613,9,256,0,6.707294232435684e-16,1.635756559103518e-20,0.4515611049719155,0.0151526695117354,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00063,0.9098738801717988,0.8887856315462647,0.8938176166885599,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0461676184618613,9,256,0,6.707294232435684e-16,1.635756559103518e-20,0.4515611049719155,0.0151526695117354,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00055,0.9695497365410404,0.9604270062921774,0.9755867540121388,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0116405760545216,7,128,0,6.703928428533879e-14,2.3737610319254847e-16,0.0827638935297727,0.4724352383054793,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00052,0.9549235344725288,0.9465635304266145,0.9723800930423198,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0014432458670689,7,128,1,2.182660313248409e-08,2.645978634142437e-05,0.3698194641619921,0.3497954565100372,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00099,0.9495835428019866,0.9317796411109324,0.9300956815388124,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0059040977292208,8,128,0,2.171909373628974e-10,2.885608830593036e-15,0.0624438812956213,0.2170693189837038,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00070,0.9003397230102115,0.876672620667625,0.85793413360671,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0070064231560584,6,256,0,0.0069671419153451,1.6624700530023805e-15,0.3903265758417547,0.0845406763255596,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00084,0.9732975147164604,0.964897888822727,0.9796,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0254052833496968,5,128,1,1.6474249100926332e-19,3.691742227537547e-18,0.2708148565143347,0.0556018855422735,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00048,0.4984615384615385,0.5623768622163925,0.447962587246524,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0034340685503364,4,256,1,0.0001556913899983,7.2477675952287e-13,0.2234162739478051,0.2277105818502605,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00083,0.9700649989516298,0.9605063002985462,0.973507077169304,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.1927834272222002,4,512,1,5.207200673966874e-19,2.248481225911761e-10,0.3080071499571204,0.3116654907353222,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00077,0.8638806772373018,0.806636703893656,0.6702174317655107,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0421253674412566,8,64,1,8.915641716716874e-07,9.814372561648845e-14,0.2013004808686673,0.3883989979512989,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00041,0.9472779017628632,0.9343131229765076,0.9439024254380688,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.0360172233463611,3,512,1,3.464283473458921e-05,1.1410720602325274e-20,0.3483074456453323,0.0683326977305114,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00079,0.9690793372671288,0.9567708782383602,0.9599180547973372,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0057052575161557,9,512,1,2.7616208980876515e-12,3.787445856742301e-19,0.3122214023023844,0.3403137112036347,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00046,0.9024913494809688,0.8805166268880221,0.8866653148966185,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.013609220242101,4,128,0,4.6570359468336476e-17,2.651355426920192e-13,0.4983331779949367,0.042508692946285,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00012,0.8233256966274175,0.8366406894710161,0.8985732213855967,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0410374102130419,5,512,0,1.6582054113114452e-20,2.2852339033083422e-14,0.4059756267815828,0.2520101508125663,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00015,0.4998347107438017,0.475666455906705,0.1000352506436644,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.917560460002376,8,128,0,1.66315797824329e-06,3.743846414438223e-05,0.1095736506395042,0.2343919561244547,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00023,0.95040369088812,0.9385061495240236,0.9550471397646576,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0038870466315273,7,512,0,1.0886682710054465e-08,5.791789373175164e-16,0.4420330747961998,0.0269041336141526,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00024,0.9633778589479496,0.9523949295672764,0.967104287557712,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.1439322393851745,3,64,1,4.1951461047697646e-16,5.0851685134605015e-11,0.1876950487494468,0.4950507837347686,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00078,0.5003226180309368,0.5035424010259164,0.1856057737022513,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.2112954958225039,5,128,0,0.0045063756309018,0.0001018410659238,0.0577450934797525,0.1846671840175986,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00047,0.6223840906463175,0.6021208938353615,0.4408264372430393,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.3505175756440511,8,32,0,1.649580561863062e-15,4.954039929444791e-08,0.4690563133917749,0.2581124319694936,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20230929-111501-simple_non-naive,00040,0.6725333333333334,0.5948186246648008,0.2674264712169044,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,512,0.1586601504423111,10,256,0,1.0984016025818046e-10,1.568594945239149e-10,0.3922520312480628,0.3645937852561474,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00049,0.9702547159237654,0.9565420872864911,0.9520801067976246,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0007779169530477,9,512,0,2.462225846685872e-10,0.0004582875631583,0.0173608865588903,0.4624553471803665,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20230929-111501-simple_non-naive,00076,0.9585859776113124,0.9506930951735272,0.973507077169304,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,128,0.0004679938718367,4,256,0,8.651356939388362e-18,4.394417272165523e-09,0.4479628591798246,0.1063008592464029,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20230929-111501-simple_non-naive,00082,0.9495595003287312,0.9328638745462652,0.9314807223867836,/bp1/mrcieu1/users/fu19841/kge/data/non-naive,simple,256,0.0059040977292208,8,128,0,2.171909373628974e-10,2.885608830593036e-15,0.0624438812956213,0.2170693189837038,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
